AA    ;LOCATION           ;DATE      ;MIS;DW ;DM ;DC ;CAUSE OF DEATH                                                                                                                                        ;LOCATION DESCR.                                                                                                                                                                    ;COORDINATES                           ;URL                                                                                                                                                                  
005699;North Africa       ;22/05/2016;000;000;000;000;Sickness and lack of access to medicines                                                                                                              ;Aswan desert, Egypt                                                                                                                                                                ;  +23.459686279297,  +30.665449142456;
005700;Horn of Africa     ;22/05/2016;000;000;000;000;Sickness and lack of access to medicines                                                                                                              ;Afmadow, Somalia                                                                                                                                                                   ;   +0.513496696949,  +42.068828582764;
005701;US-Mexico Border   ;22/05/2016;000;000;001;000;Vehicle Accident                                                                                                                                      ;Interstate 35 access road in Webb County, Texas                                                                                                                                    ;  +27.715589523315,  -99.698745727539;
005702;Mediterranean      ;21/05/2016;010;000;000;000;Unknown                                                                                                                                               ;Off Sardinia, Italy                                                                                                                                                                ;  +39.991424560547,   +9.124229431152;http://bit.ly/1WbTuoX
005703;Middle East        ;21/05/2016;000;000;002;000;Sickness and lack of access to medicines                                                                                                              ;Syrian/Turkish border near Idlib province                                                                                                                                          ;  +36.089527130127,  +36.316631317139;http://bit.ly/28Nnkxe
005704;North Africa       ;21/05/2016;000;000;000;000;Sickness and lack of access to medicines                                                                                                              ;between Sudan and Egypt border in the desert                                                                                                                                       ;  +21.944177627563,  +30.445075988770;
005705;North Africa       ;21/05/2016;000;000;000;000;Sickness and lack of access to medicines                                                                                                              ;Between Aswan and Luxor, Egypt                                                                                                                                                     ;  +24.746105194092,  +32.598690032959;
005706;Central America    ;20/05/2016;000;000;001;000;Murdered                                                                                                                                              ;Tapachula, Chipas, Mexico                                                                                                                                                          ;  +14.898205757141,  -92.334663391113;http://bit.ly/1WOBUal
005707;Central America    ;20/05/2016;000;000;001;000;Drowning                                                                                                                                              ;R  o Cahoac  n near Casa del Migrante in Tapachula, Chiapas Mexico                                                                                                                 ;  +14.820600509644,  -92.642829895020;http://bit.ly/2fLsLxi
005708;North Africa       ;20/05/2016;000;000;000;000;Sickness and lack of access to medicines                                                                                                              ;Nile river while crossing from shegeraib refugee camp to khartoum, Sudan                                                                                                           ;  +15.501534461975,  +32.502555847168;
005709;Central America    ;19/05/2016;000;000;001;000;Respiratory illness, Sickness and lack of access to medicines                                                                                         ;Pe  as Blancas, northern Costa Rica                                                                                                                                                ;  +11.211153030396,  -85.612731933594;http://bit.ly/1sOAj83
005710;Mediterranean      ;19/05/2016;045;007;000;000;Presumed drowning                                                                                                                                     ;Unspecified location between Al-Hoceima, Morocco, and Spain                                                                                                                        ;  +35.444133758545,   -4.070813655853;http://bit.ly/2qY91jF
005711;North Africa       ;19/05/2016;000;000;000;000;Sickness and lack of access to medicines                                                                                                              ;Kufrah, Libya                                                                                                                                                                      ;  +23.248842239380,  +19.724216461182;
005712;Sub-Saharan Africa ;19/05/2016;000;000;000;000;Sickness and lack of access to medicines                                                                                                              ;Lindi, Tanzania                                                                                                                                                                    ;   -9.374176025391,  +39.207027435303;
005713;North Africa       ;19/05/2016;000;000;000;000;Sickness and lack of access to medicines                                                                                                              ;Abu Hamad, Sudan                                                                                                                                                                   ;  +19.525259017944,  +33.297328948975;
005714;US-Mexico Border   ;18/05/2016;000;000;000;000;Unknown                                                                                                                                               ;Brooks County, Texas                                                                                                                                                               ;  +27.022781372070,  -98.541236877441;http://bit.ly/23Y4GVn
005715;North Africa       ;18/05/2016;000;000;000;000;Sickness and lack of access to medicines                                                                                                              ;Near Harar, Ethiopia                                                                                                                                                               ;   +9.312849044800,  +42.100639343262;
005716;Horn of Africa     ;18/05/2016;000;000;000;000;Sickness and lack of access to medicines                                                                                                              ;Gedharif (Al Qadarif), Sudan                                                                                                                                                       ;  +14.031672477722,  +35.341773986816;
005717;US-Mexico Border   ;18/05/2016;000;000;001;000;Unknown (skeletal remains)                                                                                                                            ;Pima County Jurisdiction                                                                                                                                                           ;  +31.965204238892, -113.011894226074;
005718;Middle East        ;17/05/2016;000;000;000;001;Sickness and lack of access to medicines                                                                                                              ;Syrian/Turkish border near Aleppo province                                                                                                                                         ;  +36.681793212891,  +36.623153686523;http://bit.ly/28Nnkxe
005719;Central America    ;17/05/2016;000;000;001;000;Fall from train                                                                                                                                       ;Near Empalme, Sonora, Mexico                                                                                                                                                       ;  +27.961080551147, -110.810302734375;http://bit.ly/2nzdzHv
005720;Mediterranean      ;16/05/2016;000;000;001;000;Drowning                                                                                                                                              ;North Nile Delta, Borg Meghezil village in the Metobas region, Egypt                                                                                                               ;  +31.319988250732,  +30.338502883911;http://bit.ly/1OGYuz7
005721;Mediterranean      ;16/05/2016;000;000;001;000;Drowning                                                                                                                                              ;North Nile Delta, Borg Meghezil village in the Metobas region, Egypt                                                                                                               ;  +31.319988250732,  +30.338502883911;http://bit.ly/1OGYuz8
005722;Central America    ;15/05/2016;000;000;001;000;Pulmonary complications, Sickness and lack of access to medicines                                                                                     ;Costa Rican/Nicaragua border, at Penas Blancas, Guanacaste                                                                                                                         ;  +11.208085060120,  -85.624954223633;http://bit.ly/1Tfncst
005723;Central America    ;15/05/2016;000;000;001;000;Digestive bleeding, Sickness and lack of access to medicines                                                                                          ;Hospital Fernando Escalante Pradilla, P  rez Zeled  n Canton, Costa Rica                                                                                                           ;   +9.367441177368,  -83.705497741699;http://bit.ly/2fv6Gll
005724;US-Mexico Border   ;15/05/2016;000;000;001;000;Dehydration                                                                                                                                           ;Chula Vista farm, near Caborca, Sonora, Mexico, 40 km south of US border                                                                                                           ;  +30.729316711426, -112.873352050781;http://bit.ly/2nSeGoo
005725;North Africa       ;15/05/2016;000;000;000;000;Sickness and lack of access to medicines                                                                                                              ;In the Sahara desert between Atbara and Aswan, Sudan                                                                                                                               ;  +20.730875015259,  +30.790269851685;
005726;North Africa       ;15/05/2016;000;000;000;000;Sickness and lack of access to medicines                                                                                                              ;Around Abu Hamad at small village, Sudan                                                                                                                                           ;  +19.525259017944,  +33.297328948975;
005727;North Africa       ;15/05/2016;000;000;000;000;Sickness and lack of access to medicines                                                                                                              ;At mountain cave in Sahara desert near to Aswan, Egypt                                                                                                                             ;  +23.214508056641,  +32.224018096924;
005728;US-Mexico Border   ;15/05/2016;000;000;001;000;Hypothermia                                                                                                                                           ;Pima County Jurisdiction                                                                                                                                                           ;  +31.965204238892, -113.011894226074;
005729;US-Mexico Border   ;15/05/2016;000;000;001;000;Unknown (skeletal remains)                                                                                                                            ;Pima County Jurisdiction                                                                                                                                                           ;  +31.965204238892, -113.011894226074;
005730;Central America    ;14/05/2016;000;000;001;000;Fall from train                                                                                                                                       ;Tlalnepantla, Mexico                                                                                                                                                               ;  +19.546409606934,  -99.235298156738;http://bit.ly/29z8h8T
005731;Central America    ;13/05/2016;000;000;001;000;Unknown                                                                                                                                               ;Chiapas, Mexico                                                                                                                                                                    ;  +16.474502563477,  -93.253479003906;http://bit.ly/1WChy45
005732;US-Mexico Border   ;13/05/2016;000;000;000;000;Unknown                                                                                                                                               ;Brooks County, Texas                                                                                                                                                               ;  +27.022781372070,  -98.541236877441;http://bit.ly/25Nkr7H
005733;US-Mexico Border   ;13/05/2016;000;000;001;000;Drowning                                                                                                                                              ;Mexican side of All-American Canal, Imperial County, California, USA                                                                                                               ;  +33.024951934814, -115.845024108887;http://bit.ly/2e81ycf
005734;North Africa       ;13/05/2016;057;000;000;000;Presumed drowning                                                                                                                                     ;Between Western Sahara and Canary Islands, Spain                                                                                                                                   ;  +26.391040802002,  -16.410135269165;http://bit.ly/2rwXHJQ
005735;North Africa       ;13/05/2016;000;000;000;000;Sickness and lack of access to medicines                                                                                                              ;At the Libyan Desert, after a three day drive from the Sudanese Border., Libya                                                                                                     ;  +20.670675277710,  +24.074247360229;
005736;Mediterranean      ;12/05/2016;000;000;001;000;Drowning                                                                                                                                              ;Port of Ceuta, Spain                                                                                                                                                               ;  +35.895385742188,   -5.334817409515;http://bit.ly/2mSq18J
005737;US-Mexico Border   ;11/05/2016;000;000;001;000;Drowning                                                                                                                                              ;Brooks County, Texas                                                                                                                                                               ;  +27.022781372070,  -98.541236877441;http://bit.ly/23Y4GVn
005738;Middle East        ;11/05/2016;000;001;000;000;Sickness and lack of access to medicines                                                                                                              ;Syrian/Turkish border near northern Al-Raqqah province                                                                                                                             ;  +36.450511932373,  +38.951484680176;http://bit.ly/28Nnkxe
005739;North Africa       ;11/05/2016;010;000;000;000;Drowning                                                                                                                                              ;Between Cabo Bojador, Western Sahara, and Canary Islands, Spain                                                                                                                    ;  +26.836883544922,  -15.793978691101;http://bit.ly/2azjbL5
005740;Europe             ;09/05/2016;000;000;001;000;Hit by vehicle                                                                                                                                        ;on road near Calais, France                                                                                                                                                        ;  +50.951881408691,   +1.833936691284;http://bit.ly/1rOIVev
005741;Central America    ;09/05/2016;000;000;001;000;Fall from train                                                                                                                                       ;near train tracks in Villa Juanita, Veracruz, Mexico                                                                                                                               ;  +18.268156051636,  -95.896949768066;http://bit.ly/1WG0A5l
005742;Middle East        ;09/05/2016;000;000;001;000;Sickness and lack of access to medicines                                                                                                              ;Syrian/Turkish border near Al-Raqqah province                                                                                                                                      ;  +36.450511932373,  +38.951484680176;http://bit.ly/28Nnkxe
005743;Mediterranean      ;09/05/2016;000;000;000;000;Presumed drowning                                                                                                                                     ;16 miles off the coast of V  lez-M  laga, Spain                                                                                                                                    ;  +36.737270355225,   -4.100630283356;http://bit.ly/2aQCQvf
005744;Middle East        ;08/05/2016;000;000;001;000;Sickness and lack of access to medicines                                                                                                              ;Syrian/Turkish border near Marqabah, Al-Raqqah province                                                                                                                            ;  +36.450511932373,  +38.951484680176;http://bit.ly/28Nnkxe
005745;Central America    ;06/05/2016;000;000;001;000;Fall from train                                                                                                                                       ;Empalme, Sonora, Mexico                                                                                                                                                            ;  +27.961669921875, -110.817207336426;http://bit.ly/2n3v6Lo
005746;US-Mexico Border   ;06/05/2016;000;000;001;000;Unknown (skeletal remains)                                                                                                                            ;Pima County Jurisdiction                                                                                                                                                           ;  +31.965204238892, -113.011894226074;
005747;Mediterranean      ;05/05/2016;000;000;000;001;Drowning                                                                                                                                              ;Harbor of Melilla, Spain                                                                                                                                                           ;  +35.286270141602,   -2.950878143311;
005748;US-Mexico Border   ;03/05/2016;000;000;001;000;Drowning                                                                                                                                              ;Rio Grande, near Reynosa, Tamaulipas, Mexico                                                                                                                                       ;  +24.215585708618,  -99.433273315430;http://bit.ly/24qFdJu
005749;US-Mexico Border   ;03/05/2016;000;000;001;000;Drowning                                                                                                                                              ;Rio Grande, near Eagle Pass, Maverick county, Texas                                                                                                                                ;  +28.637674331665, -100.528213500977;http://bit.ly/26ZoXhy
005750;Sub-Saharan Africa ;01/05/2016;002;005;000;002;Drowning                                                                                                                                              ;off Mayotte, France                                                                                                                                                                ;  -12.820932388306,  +45.018985748291;http://bit.ly/23lmY2q
005751;North Africa       ;01/05/2016;000;000;000;000;Starvation                                                                                                                                            ;Unspecified location, Libya                                                                                                                                                        ;  +27.066316604614,  +14.333614349365;
005752;North Africa       ;01/05/2016;000;000;000;000;Violence                                                                                                                                              ;Unspecified location, Libya                                                                                                                                                        ;  +27.066316604614,  +14.333614349365;
005753;North Africa       ;01/05/2016;000;000;000;000;Dehydration                                                                                                                                           ;Sahara Desert, Ajdabiya, Libya                                                                                                                                                     ;  +29.983484268188,  +19.149948120117;
005754;North Africa       ;01/05/2016;000;000;000;000;Vehicle Accident                                                                                                                                      ;Sahara Desert, beween Niger and Sabha, Libya                                                                                                                                       ;  +26.909154891968,  +13.061496734619;
005755;North Africa       ;01/05/2016;000;000;000;000;Vehicle Accident                                                                                                                                      ;Sahara Desert, between Agadez, Niger and Sabha, Libya                                                                                                                              ;  +27.349939346313,   +9.736673355103;
005756;North Africa       ;01/05/2016;000;000;000;000;Vehicle Accident                                                                                                                                      ;Sahara Desert, Agadez, Niger and Subratha, Libya                                                                                                                                   ;  +32.497085571289,  +11.749176979065;
005757;North Africa       ;30/04/2016;000;000;000;000;Shot                                                                                                                                                  ;Bani Walid, Libya                                                                                                                                                                  ;  +31.718181610107,  +14.027583122253;
005758;North Africa       ;30/04/2016;000;000;000;000;Vehicle Accident                                                                                                                                      ;Sahara Desert between Khartoum, Sudan and Tripoli, Libya                                                                                                                           ;  +18.153802871704,  +28.679550170898;
005759;Mediterranean      ;29/04/2016;084;000;000;000;Drowning                                                                                                                                              ;near Sabratha, Libya                                                                                                                                                               ;  +32.770355224609,  +12.376175880432;http://bbc.in/24sRgmn
005760;US-Mexico Border   ;29/04/2016;000;000;001;000;Drowning                                                                                                                                              ;Rio Grande, near Matamoros, Tamaulipas, Mexico                                                                                                                                     ;  +24.215585708618,  -99.433273315430;http://bit.ly/1NVIF7B
005761;Mediterranean      ;29/04/2016;018;000;000;000;Drowning                                                                                                                                              ;Off the coast of Libya                                                                                                                                                             ;  +33.416534423828,  +16.230192184448;http://bit.ly/1pWxUGF
005762;Mediterranean      ;29/04/2016;009;000;000;000;Drowning                                                                                                                                              ;Off the coast of Libya                                                                                                                                                             ;  +33.416534423828,  +16.230192184448;
005763;Middle East        ;28/04/2016;000;001;000;000;Sickness and lack of access to medicines                                                                                                              ;Syrian/Turkish border near Deir Sawan, Afrin                                                                                                                                       ;  +36.601337432861,  +36.576530456543;http://bit.ly/28Nnkxe
005764;North Africa       ;27/04/2016;000;000;000;000;Sickness and lack of access to medicines                                                                                                              ;Bani Walid, Libya                                                                                                                                                                  ;  +31.760202407837,  +13.977697372437;http://bit.ly/24lK2jS
005765;Middle East        ;27/04/2016;000;000;001;000;Sickness and lack of access to medicines                                                                                                              ;Syrian/Turkish border near Idlib province                                                                                                                                          ;  +36.089527130127,  +36.316631317139;http://bit.ly/28Nnkxe
005766;US-Mexico Border   ;24/04/2016;000;000;001;000;Drowning                                                                                                                                              ;Rio Grande near Reynosa (Hidalgo County, Texas)                                                                                                                                    ;  +26.376354217529,  -98.383346557617;http://bit.ly/1VXn15b
005767;Middle East        ;23/04/2016;000;000;001;000;Sickness and lack of access to medicines                                                                                                              ;Syrian/Turkish border near northern Idlib province                                                                                                                                 ;  +36.097530364990,  +36.231403350830;http://bit.ly/28Nnkxe
005768;US-Mexico Border   ;23/04/2016;000;000;001;000;Unknown                                                                                                                                               ;Pima County Jurisdiction                                                                                                                                                           ;  +31.965204238892, -113.011894226074;http://www.humaneborders.info/app/map.asp
005769;Mediterranean      ;23/04/2016;003;000;000;000;Drowning                                                                                                                                              ;Off the coast of Cabo de Gata, Almer  a, Spain                                                                                                                                     ;  +36.727191925049,   -2.165284395218;
005770;Middle East        ;22/04/2016;000;000;001;000;Sickness and lack of access to medicines                                                                                                              ;Syrian/Turkish border near al-Khyara, Maarrat al-Nu'man, Idlib province                                                                                                            ;  +35.646972656250,  +36.667938232422;http://bit.ly/28Nnkxe
005771;US-Mexico Border   ;21/04/2016;000;000;000;000;Drowning                                                                                                                                              ;Rio Grande near Km. 183 of the Riberena highway, Reynosa, Mexico                                                                                                                   ;  +26.052568435669,  -98.366241455078;http://bit.ly/1Q8W76t
005772;Central America    ;21/04/2016;000;000;001;000;Murdered                                                                                                                                              ;Coatan River in Tapachula, Chiapas, Mexico                                                                                                                                         ;  +14.926782608032,  -92.594764709473;http://bit.ly/29kqyGp
005773;US-Mexico Border   ;21/04/2016;000;000;001;000;Hyperthermia, Dehydration                                                                                                                             ;Plutarco El  as Calles Municipality, Hermosillo, Sonora State, Mexico                                                                                                              ;  +29.074260711670, -110.959190368652;http://bit.ly/2evXFYI
005774;Central America    ;21/04/2016;000;000;001;000;Hyperthermia                                                                                                                                          ;Outskirts of Hermosillo, Sonora, Mexico                                                                                                                                            ;  +29.162511825562, -111.157096862793;http://bit.ly/2nEGdel
005775;North Africa       ;21/04/2016;000;000;000;000;Sickness and lack of access to medicines                                                                                                              ;Khartoum, Sudan                                                                                                                                                                    ;  +15.501534461975,  +32.502555847168;
005776;North Africa       ;21/04/2016;000;000;000;000;Sickness and lack of access to medicines                                                                                                              ;Shimalia (Al Shamaliyah ), Sudan                                                                                                                                                   ;  +19.402256011963,  +27.905378341675;
005777;North Africa       ;21/04/2016;000;000;000;000;Sickness and lack of access to medicines                                                                                                              ;Aswan, Egypt                                                                                                                                                                       ;  +23.285106658936,  +31.520456314087;
005778;North Africa       ;21/04/2016;000;000;000;000;Sickness and lack of access to medicines                                                                                                              ;Shimalia (Al Shamaliyah ), Sudan                                                                                                                                                   ;  +19.402256011963,  +27.905378341675;
005779;North Africa       ;21/04/2016;000;000;000;000;Sickness and lack of access to medicines                                                                                                              ;Aswan desert, Egypt                                                                                                                                                                ;  +23.459686279297,  +30.665449142456;
005780;Middle East        ;20/04/2016;000;000;001;000;Sickness and lack of access to medicines                                                                                                              ;Syrian/Turkish border near Kafr Sajneh, Idlib province                                                                                                                             ;  +36.080738067627,  +36.348217010498;http://bit.ly/28Nnkxe
005781;North Africa       ;20/04/2016;000;000;000;000;Sickness and lack of access to medicines                                                                                                              ;In the mountain cave, between Atbara, Sudan and Abu Simbel, Egypt                                                                                                                  ;  +22.320220947266,  +31.546279907227;
005782;North Africa       ;20/04/2016;000;000;000;000;Sickness and lack of access to medicines                                                                                                              ;Banisute near to Cairo, Egypt                                                                                                                                                      ;  +30.046998977661,  +31.216232299805;
005783;North Africa       ;20/04/2016;000;000;000;000;Sickness and lack of access to medicines                                                                                                              ;Wadi Halfa, Sudan                                                                                                                                                                  ;  +21.824075698853,  +31.260625839233;
005784;North Africa       ;20/04/2016;000;000;000;000;Sickness and lack of access to medicines                                                                                                              ;Near to Abu Hamad small town., Sudan                                                                                                                                               ;  +19.525259017944,  +33.297328948975;
005785;Middle East        ;19/04/2016;000;000;001;000;Sickness and lack of access to medicines                                                                                                              ;Syrian/Turkish border near Kuran, Afrin, northwestern Aleppo province                                                                                                              ;  +36.536003112793,  +36.905860900879;http://bit.ly/28Nnkxe
005786;Sub-Saharan Africa ;19/04/2016;000;000;000;000;Sickness and lack of access to medicines                                                                                                              ;Near Tanzania-Kenya border, Tanzania                                                                                                                                               ;   -1.677961349487,  +35.183101654053;
005787;North Africa       ;19/04/2016;000;000;000;000;Sickness and lack of access to medicines                                                                                                              ;Shimalia (Al Shamaliyah ), Sudan                                                                                                                                                   ;  +19.402256011963,  +27.905378341675;
005788;North Africa       ;19/04/2016;000;000;000;000;Sickness and lack of access to medicines                                                                                                              ;Aswan, Egypt                                                                                                                                                                       ;  +23.285106658936,  +31.520456314087;
005789;US-Mexico Border   ;18/04/2016;000;000;001;000;Unknown                                                                                                                                               ;Pima County Jurisdiction                                                                                                                                                           ;  +31.965204238892, -113.011894226074;http://www.humaneborders.info/app/map.asp
005790;Horn of Africa     ;18/04/2016;000;000;000;000;Sickness and lack of access to medicines                                                                                                              ;Near Bali, Ethiopia                                                                                                                                                                ;   +6.773055076599,  +39.443489074707;
005791;Horn of Africa     ;18/04/2016;000;000;000;000;Sickness and lack of access to medicines                                                                                                              ;Near Las'anod, Somalia                                                                                                                                                             ;   +8.476127624512,  +47.347480773926;
005792;North Africa       ;18/04/2016;000;000;000;000;Sickness and lack of access to medicines                                                                                                              ;Khartoum, Sudan                                                                                                                                                                    ;  +15.501534461975,  +32.502555847168;
005793;Mediterranean      ;17/04/2016;024;000;000;000;Unknown                                                                                                                                               ;off the coast of Lampedusa, Italy                                                                                                                                                  ;  +35.501216888428,  +12.505089759827;http://bit.ly/1qCFZB4
005794;Middle East        ;17/04/2016;000;001;001;000;Sickness and lack of access to medicines                                                                                                              ;Syrian/Turkish border, near Khurbat al-Juz-G  ve    i border crossing                                                                                                              ;  +36.695709228516,  +36.617759704590;http://bit.ly/1Wm8lNP
005795;Mediterranean      ;16/04/2016;006;000;000;000;Drowning                                                                                                                                              ;Off the coast of Motril, Almer  a, Spain                                                                                                                                           ;  +36.748931884766,   -3.527553081512;http://bit.ly/2mSq18J
005796;North Africa       ;16/04/2016;000;000;000;000;Sickness and lack of access to medicines                                                                                                              ;In Sahara desert, between Atbara, Sudan and Abu Simbel, Egypt                                                                                                                      ;  +20.575410842896,  +32.438190460205;
005797;North Africa       ;16/04/2016;000;000;000;000;Sickness and lack of access to medicines                                                                                                              ;Abu Hamad, Sudan                                                                                                                                                                   ;  +19.525259017944,  +33.297328948975;
005798;Mediterranean      ;15/04/2016;000;001;000;001;Drowning                                                                                                                                              ;Near Izmir, Turkey, possibly en route to Samos, Greece                                                                                                                             ;  +37.724578857422,  +26.677827835083;http://bit.ly/1QcgFXB
005799;Middle East        ;15/04/2016;000;000;001;000;Sickness and lack of access to medicines                                                                                                              ;Syrian/Turkish border near Idlib province                                                                                                                                          ;  +36.089527130127,  +36.316631317139;http://bit.ly/28Nnkxe
005800;Middle East        ;14/04/2016;000;000;001;001;Sickness and lack of access to medicines                                                                                                              ;Syrian/Turkish border, near al-Duriya                                                                                                                                              ;  +35.998214721680,  +36.520866394043;http://bit.ly/1Wm8lNP
005801;Central America    ;14/04/2016;000;000;001;000;Hit by vehicle                                                                                                                                        ;Tenosique El Ceibo road, between the municipalities Xotal y Sue  os de Oro, Mexico                                                                                                 ;  +17.452095031738,  -91.456314086914;http://bit.ly/2ewBLtu
005802;North Africa       ;13/04/2016;000;000;000;000;Sickness and lack of access to medicines                                                                                                              ;Sinai, Egypt                                                                                                                                                                       ;  +29.505620956421,  +33.975044250488;
